index,hypervolume,E
6092.087365480817,4268.3758,0.4272612466504981
0.0,0.0,0.0
2206.1484700534493,1588.4269,0.38888888752353
1855.6120418235034,1151.7592,0.611111108835513
2196.949696329815,1539.2765,0.4272612466504981
